,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta_days,Classificacao,pos_prob,neg_prob,neu_prob
13715,79.0,13.57,223,4,2,a estampa não é tão clara como a foto decepcionei um pouco por isso imagem meio borrada,9.0,-1,0.006234442943711512,0.1371582769359192,0.8566072801203628
79154,35.0,8.88,789,1,5,excelente,2.0,1,0.9878043024013081,0.0037143256345427782,0.00848137196414922
53664,34.9,14.52,1251,2,2,na primeira vez que usei ja estourou a mangueira e quebrou uma peça dentro dela aonde segura a borracha tive que improvisar e arrumar vamos ver quanto tempo ela vai durar,24.0,-1,0.00016410386822550633,0.28487152540786087,0.7149643707239043
51558,129.9,18.16,246,1,1,o produto até hj não chegou super insatisfeita e quero uma satisfação aguardo retorno,28.0,-1,2.249141787771301e-06,0.9999920442419775,5.706616238885945e-06
34067,117.3,29.47,570,1,5,produto excelente e vendedor muito compromissado com o prazo estou feliz com a compra,11.0,1,0.9999930202993504,1.7761225068934535e-06,5.203578139782584e-06
74137,46.99,13.71,522,2,3,só acho que o frete é muito caro eu evitaria comprar novamente,8.0,0,0.7628720605872991,0.039335954556043336,0.1977919848566571
62800,199.0,16.14,256,1,3,o produto ainda não foi entregue aguardo contato do sac,12.0,0,0.0012642279596444934,0.9953632428795104,0.003372529160844922
5850,79.9,16.81,594,1,5,produto excelente chegou no prazo recomendo a loja e o climatizador,7.0,1,0.9999730686919935,4.8632999531953815e-06,2.2068008050763516e-05
95990,38.9,16.1,600,6,5,excelente,3.0,1,0.9878043024013081,0.0037143256345427782,0.00848137196414922
89317,199.99,22.05,1372,1,1,não recomendo a compra péssima embalagem peças faltando e base plástica da cadeira quebrada já solicitei a devolução do produto espero não ter mais surpresas desagradáveis,13.0,-1,4.619623494782609e-07,0.9963355108319009,0.0036640272057386325
62880,42.0,13.37,595,1,5,entregue dentro do prazo,13.0,1,0.9952035923000905,0.0025349933900858978,0.0022614143098220077
41179,116.0,17.25,480,1,5,até agora não tive problemas com entrega compro pelo site não é a primeira vez e sempre fui bem acompanhada,30.0,1,0.7297042167569405,0.26347431262768983,0.0068214706153703
85243,329.0,22.7,926,1,1,produto vendido veio errado uma potência abaixo da que estava no anúncio,18.0,-1,0.008665435136487156,0.9278467494106858,0.06348781545282405
68471,12.88,7.39,462,1,5,chegou dentro do prazo e tudo correto,4.0,1,0.999800951998148,2.685480041147666e-05,0.00017219320144024373
72351,77.99,2.41,486,1,5,sem palavras estão de parabéns pela competência e dedicação ao cliente,12.0,1,0.9999003128012057,4.361128691509296e-05,5.6075911881897284e-05
52126,79.9,23.46,580,1,5,o produto chegou antes do previsto bastante satisfeito com o serviço prestado,7.0,1,0.9999983409701136,6.500348366277257e-08,1.5940264019728235e-06
12974,719.99,68.13,595,1,4,recomendamo sempre excelente loja,8.0,1,0.998237814109215,0.0003170066858099713,0.0014451792049755127
69449,70.0,18.0,829,1,5,produto entregue no no prazo e com qualidade,4.0,1,0.9928495669486193,0.005913400661709997,0.0012370323896718877
48768,79.0,13.57,319,2,5,muito bom,12.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
18,121.97,23.43,691,1,5,produtos em perfeitas condições e entrega dentro do prazo,3.0,1,0.9999267225155872,6.464400265929375e-06,6.681308414881388e-05
31345,254.9,29.14,1243,1,5,super recomendo para mim foi uma agradável surpresa o nível de atendimento da amaricanas com sensacional,11.0,1,0.9989745787089316,0.0008632370905213852,0.0001621842005498891
69969,104.9,18.01,354,3,3,produto entregue dentro do prazo e sem problemas a qualidade do produto não é boa as camadas de espuma eva foram coladas desalinhadas com a concha externa de abs havendo sobra na parte frontal,12.0,0,3.499148910398185e-05,6.9725612522352545e-06,0.9999580359496572
80002,134.9,14.71,744,2,5,o produto ficou abaixo da expectativa,7.0,1,0.9191137730046949,0.036050113402544964,0.04483611359275982
89374,89.9,14.38,2890,1,1,até hoje dia 07 06 2017 ainda não recebi a encomenda,31.0,-1,2.6697574394674767e-05,0.9999546908207356,1.8611604868937498e-05
84467,79.67,3.61,1935,3,5,veio separados mas tudo ok estou satisfeita,10.0,1,0.9858313475329791,0.00013711516979155415,0.014031537297231679
11891,18.99,24.84,343,2,4,ótimo custo benefício,13.0,1,0.9963852859020172,1.6832893850518827e-05,0.003597881204132019
87604,144.5,12.11,627,2,5,ótimo rápido demais chega bem antes do prazo,3.0,1,0.9999940955628491,7.705094626659249e-08,5.827386202037601e-06
59902,129.99,46.4,989,1,1,produto de péssima qualidade as 3 partes de madeira vieram arranhadas e lascadas pintura horrível dos cavaletes parece que era preta e foi pintada de amarelo sem marcação p furação arrependida,25.0,-1,1.0851906474550665e-08,0.999750200163036,0.00024978898505465474
46615,48.59,16.53,451,1,5,excelente produto entrega rápida recomendo,3.0,1,0.9999663479571558,3.403899252626279e-06,3.0248143591011896e-05
49461,54.9,14.14,131,1,5,super recomendo,5.0,1,0.9965024223375608,0.0026117939297766986,0.0008857837326618993
59148,79.99,18.17,492,3,5,tesouras de qualidade chegaram bem antes do prazo recomendo,13.0,1,0.999972822084452,1.1053161640065315e-05,1.6124753905239232e-05
84761,39.99,22.06,220,1,1,na descrição disse que servia no 9560av e não deu certo ate estraguei meu carro entrou eem modo de segurança me custou 150 reais de mecanica,6.0,-1,6.839957388660158e-08,0.9715296068577906,0.028470324742622722
90354,99.9,16.46,1494,2,5,produto otimo,9.0,1,0.9852606846184738,0.00909389139901724,0.005645423982509705
82304,124.9,14.23,514,2,1,solicitei cancelamento e mesmo assim me enviaram o produto detalhe chegou um modelo diferente do que havia comprado pelo tempo que demora pra entregar nem compesa fazer a troca o relogio ok,36.0,-1,7.012167182417756e-07,0.9985961198045219,0.0014031789787531804
30822,29.0,15.1,179,3,4,a única coisa que o frete está um pouco alto poderia ser bem nenos só não comprei mais por esse motivo,1.0,1,0.031751878642709105,0.009722769748256171,0.9585253516090418
4000,45.9,14.86,253,3,5,entrega antes do prazo muito bem embalados ótimos produtos,8.0,1,0.9999980667174883,3.177368474507816e-08,1.901508826173991e-06
51997,96.0,17.76,483,1,3,comprei dois produtos iguais e recebi apenas um,4.0,0,0.0009522669381938183,0.9735223669634897,0.02552536609831944
12154,258.9,19.69,813,1,1,gostaria de saber se o produto vai ser entregue ou não pra mim cancelar a compra,39.0,-1,5.2826573403201736e-05,0.9996791309048467,0.0002680425217515693
14547,89.99,16.39,492,3,1,espero uma satisfação por que não foi entregue até hoje obrigado simone,47.0,-1,0.0018830004624622253,0.9978006727029406,0.00031632683460396094
95810,25.6,27.41,908,3,5,produtos conforme descrição gostei muito,3.0,1,0.9937469462874516,0.003187171045764941,0.0030658826667842288
43203,898.0,146.03,2083,3,2,comprei o kit carrinho e bebê conforto porém não chegou o bebê conforto era pra ter vindo junto p q não veio,4.0,-1,3.688073075522864e-07,0.9923949610261041,0.007604670166590577
49575,89.9,15.38,245,1,4,tamanho ótimo,17.0,1,0.9797428979287525,0.003700119797500947,0.016556982273747065
43038,80.0,16.32,504,1,4,atendeu o solicitado,22.0,1,0.9299101078462089,0.030460172811594848,0.03962971934219688
12824,146.99,82.12,423,2,4,meu jogo de tapetes veio super rápido e de ótima qualidade,6.0,1,0.999379609664164,0.0005092213082155853,0.00011116902761774955
18740,24.9,17.45,58,1,2,chegou apenas um dos produtos que comprei,1.0,-1,0.028972777568913442,0.928107474875088,0.04291974755599722
98520,21.9,25.63,502,1,1,pedi um capo usb universal para dados de celulares e chegou um de câmeras,12.0,-1,0.0003166730891504952,0.9772783328815593,0.022404994029284208
83306,149.99,40.38,1893,1,5,muito bom no prazo certo,21.0,1,0.9987546037245562,0.00010390971909155712,0.001141486556350938
74223,64.0,13.47,1074,1,2,apesar de ter recebido o produto o vendedor tem pouco cuidado com o produto e poderia ter uma embalagem mais adequada me enviou uma coisa frágil velas para filtro de barro dentro de jornal,6.0,-1,0.001938006067689558,0.10659252953979148,0.8914694643925156
90828,58.67,15.29,352,2,1,vender on line exige responsabilidade e respeito a quem compra vendedor muito ruim não gostei,33.0,-1,0.173110018217628,0.8225191363313717,0.004370845451003458
24685,39.99,0.08,398,1,5,faltou uma pulseira favor entrar em contato,19.0,1,0.0003709244152755381,0.9534233326459555,0.04620574293877024
96032,105.0,48.96,832,1,1,comprei três luminárias e só chegou uma,21.0,-1,0.010950829833296071,0.9062369109387584,0.08281225922794339
68801,81.5,13.59,253,1,5,gostei muito,15.0,1,0.9683429922403812,0.014232214146294796,0.017424793613324316
41043,13.99,7.39,939,1,5,amei só é muito pequena,4.0,1,0.9952701645052754,0.0002456285165783291,0.004484206978145847
18882,84.9,13.12,702,1,5,chegou rápido e em perfeito estado,6.0,1,0.9998984653445301,2.1174778030444305e-05,8.03598774401922e-05
12037,899.0,18.73,624,3,3,relogio não marca com precisão as horas no ponteiro e o botão de regular simplesmente saiu,19.0,0,0.035428546338651355,0.5800565581551117,0.38451489550623824
24232,199.0,12.89,864,7,5,tudo perfeito tudo conforme anúncio satisfeitíssimo recomendo,6.0,1,0.999986064553287,4.7344919014811384e-07,1.3461997519395502e-05
69645,160.0,23.05,696,5,4,boa compra,14.0,1,0.8975714546432043,0.06942011663296781,0.03300842872382758
40772,69.0,14.23,863,3,4,foram corretos na entrega e na embalagem do produto ainda testando a mercadoria,6.0,1,0.9824753749918753,0.010690267870659539,0.0068343571374633455
7584,32.9,10.96,777,3,3,o produto chegou antes do prazo mas não veio o produto que eu comprei,10.0,0,0.991645199448426,0.006427248193896479,0.001927552357674928
83711,49.0,8.51,151,3,1,os produtos chegaram em desacordo com o solicitado,5.0,-1,0.4145338654272342,0.5133560308976194,0.07211010367514942
70612,978.0,47.24,579,2,5,produto muito bom,15.0,1,0.9892579899903389,0.0031259056017933413,0.007616104407867732
45095,69.9,13.85,200,10,4,não recebi no prazo não por culpa da loja,11.0,1,0.3093552908198672,0.6357460400985436,0.05489866908158959
6238,129.99,25.75,586,3,5,produto chegou antes do prazo estipulado,6.0,1,0.9999218950447373,3.1082958051794525e-05,4.7021997210947514e-05
39760,59.21,15.25,1172,1,5,produto chegou em perfeitas condições,13.0,1,0.9987146082158486,0.00043355757135440855,0.000851834212797834
93338,49.9,22.93,499,4,4,gostei do produto apesar de que o tapete de grama é muito fraco,6.0,1,0.9844050161225938,0.004251141770064675,0.01134384210734279
73441,39.99,10.96,1322,2,5,recomendo nunca faltou nada q eu encomendei muito confiavel e competente,10.0,1,0.9872285087803042,0.009761804199871512,0.00300968701982483
66317,38.0,15.1,179,4,4,muito bom só que não entregaram suporte p escova de dentes automática vendido por foca louca no mesmo pedido 01 67853083 o que eu faço obrigada,11.0,1,0.05207788396901949,0.5506423874789079,0.39727972855208643
49022,53.99,11.88,334,1,2,a cor do pincel que está na imagem não condiz com a real cor do produto que recebi,6.0,-1,0.011070499544479466,0.8714190742438354,0.11751042621167855
26904,33.9,26.29,298,1,5,tudo ok,11.0,1,0.9828913937671655,0.002530395100343763,0.014578211132490058
46327,134.17,18.15,659,10,5,o produto chegou bem antes do prazo final quase não compro porque ia demorar demais seria interessante ajustar esse pra de entrega sei que é uma segurança mas tá muito exagerado,4.0,1,0.9961915205208948,3.20860060877896e-06,0.0038052708784855086
64292,289.0,46.48,1002,3,5,excelente produto e entrega,12.0,1,0.9973349435201857,0.000843108884365844,0.0018219475954477109
96996,134.99,23.75,1732,5,4,sistema operacional de compra fácil de ser manuseado e compreendido entrega rápida e o metros comprado corresponde com o da propaganda compraria novamente,4.0,1,0.991354474079354,0.003045064484318715,0.005600461436327028
45736,109.9,19.31,1531,2,4,eu amei só me arrependo de não ter comprado assim que estava montando o enxoval do meu bebê mas antes tarde com 53 dias de atraso do que nunca ps chegou bem antes do prazo previsto,11.0,1,0.9999977611481137,1.455599264603557e-07,2.0932919634903005e-06
62901,119.99,18.09,660,1,5,tudo correto e bom preço,7.0,1,0.9967646028436729,0.00013273436255524797,0.0031026627937707674
81917,124.7,19.84,800,4,1,produto de segunda ou terceira linha,12.0,-1,0.12695992491592673,0.5201269172572417,0.35291315782682986
10549,249.9,71.48,392,1,5,chegou antes do prazo produto de ótima qualidade linda colcha bordado muito lindo na região preta perfeita combinou demais com minha cama e meu quarto,10.0,1,0.9999999669083485,3.2895134163332403e-12,3.308836385336002e-08
23919,22.99,18.26,475,1,3,boa,11.0,0,0.8621703653198851,0.07561197042453928,0.062217664255576115
38666,29.9,15.1,388,1,5,muita qualidade recomendo,9.0,1,0.9807117771970583,0.012391520736021273,0.006896702066919915
65404,119.8,30.34,295,1,1,o produto foi entregue quando fui conferir só tinha um produto e não realmente os dois que foram compro,7.0,-1,0.002304470842350399,0.9948707431044429,0.0028247860532122325
51237,188.0,16.62,922,1,5,tudo ocorreu dentro do previsto,7.0,1,0.9996591377838031,5.7587182949650956e-05,0.00028327503324585733
30196,134.99,16.7,1620,1,4,todas as entregas deveriam ser agendadas,9.0,1,0.6062085781449082,0.052731390970005475,0.3410600308850896
32587,150.0,17.62,736,3,5,recomendo esse vendedor,11.0,1,0.9792697366686237,0.016774499045062088,0.003955764286315148
58129,149.0,16.48,195,1,5,lannister é das melhores lojas para se comprar via site,6.0,1,0.7893001127480955,0.1992877952360342,0.011412092015872906
64415,54.9,17.38,131,1,5,demorou mais de um mes para a chegada do produto,32.0,1,0.3615292003492069,0.6006032662559321,0.037867533394864004
94686,35.0,9.34,231,4,1,está constando que a mercadoria foi entrega porém não recebi nada,5.0,-1,0.0010732658732592363,0.9878190559606649,0.011107678166073762
67812,109.9,18.02,235,2,5,o produto é exatamente como estava no site e a entrega me surpreendeu pois foi feita bem antes do prazo,13.0,1,0.9999982014773368,6.209339453598583e-07,1.1775887191668606e-06
66289,213.99,21.0,934,1,1,não recebi a minha compra oque faço me ajudem,9.0,-1,0.0025620011912987034,0.9928027932103948,0.0046352055983075804
28005,203.99,7.22,362,1,1,comprei um cesto de roupas e 4 tapetes porém nenhum tapete foi entregue só chegou o cesto de roupas,17.0,-1,0.0029415409778890908,0.9841866621927776,0.012871796829333391
54709,199.9,14.76,1184,1,5,curti o prazo o produto corresponde e eu fiquei satisfeito,5.0,1,0.9986337616503669,0.00022791303670706872,0.0011383253129287443
44643,220.7,24.12,344,3,5,recomendo a loja minha encomenda chegou em tempo hábil e de acordo com minhas expectativas,10.0,1,0.9999953975316814,3.7560600544636875e-06,8.464082604003451e-07
75531,79.9,58.03,230,1,1,péssima propaganda enganosa o kit ta perfeito mas as toalha felpudas e uma vergonha targaryen e pior que o kit vamos avaliar o conceito de felpudo ai blz,15.0,-1,1.3857238354614556e-08,0.9998963750222838,0.00010361112047123558
23016,78.0,22.48,319,4,5,o relógio é top,16.0,1,0.9387092266887413,0.0252036041815783,0.036087169129679804
83620,109.99,19.31,876,1,5,qualidade preço e pazo tudo correto como esperado,9.0,1,0.9994503656598618,2.988818755763914e-05,0.0005197461525770584
3893,13.99,15.23,933,1,5,eu comprei três bases e só foi entregue duas estou aguardando pra ver se vão entregar a outra as bases 221 e 222 entregaram a base 223 n chegou junto,5.0,1,4.407082369661592e-05,0.9230572345375994,0.07689869463870803
95829,89.9,53.23,292,1,5,o produto é muito mais bonito que na foto,11.0,1,0.9687826681754771,0.009945382065692362,0.021271949758830115
86307,35.9,8.64,1078,2,4,bom produto,13.0,1,0.9544663849018429,0.017763595070247214,0.027770020027910212
80115,189.0,38.28,1435,3,5,otimo,10.0,1,0.9757947021470661,0.013681859873256118,0.010523437979677372
38983,56.99,9.94,405,1,4,ótimo,4.0,1,0.9759485881083321,0.005653692119720499,0.018397719771947305
70156,13.9,11.85,336,1,5,mercadorias bem embaladas e entregues no prazo estabelecido,12.0,1,0.9963718923582666,0.0006633619218321722,0.0029647457198980092
86844,52.3,21.69,297,2,1,mas uma vez foi entregue somente um dos produtos comprados recebido somente a cortina aguardo pelo varão,11.0,-1,1.3138944931555767e-05,0.9959900609498116,0.003996800105256608
57795,594.21,42.0,833,1,5,chegou bem rapido tudo d bom,14.0,1,0.9997738173770676,2.786457248339983e-06,0.00022339616568512906
8225,27.9,17.35,1084,2,5,eu amei a rapidez na entrega e recomendo estar loja sempre sempre sempre rsrs,9.0,1,0.9999994974036055,5.21408995408479e-09,4.973823059211249e-07
